date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:27:42	146877/146877	---MCZ	200	added ('OK')	text/css	etag:W/%2263c74b80-23dbd%22	https://centrodecancerhn.org/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.10.1	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/elementor/assets/css/frontend.min2f56.css	(from https://centrodecancerhn.org/)
20:27:42	1477/1477	---MCZ	200	added ('OK')	text/css	etag:W/%2263cb4ce9-5c5%22	https://centrodecancerhn.org/wp-content/uploads/elementor/css/post-1930.css?ver=1674267881	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/elementor/css/post-1930cb17.css	(from https://centrodecancerhn.org/)
20:27:44	406526/406526	---MCZ	200	added ('OK')	text/css	etag:W/%2263c753ba-633fe%22	https://centrodecancerhn.org/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.10.1	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/elementor-pro/assets/css/frontend.min2f56.css	(from https://centrodecancerhn.org/)
20:27:45	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%2263c74b80-e7d0%22	https://centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.10.1	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min2f56.css	(from https://centrodecancerhn.org/)
20:27:45	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%2263c74b80-684e%22	https://centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.10.1	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min2f56.css	(from https://centrodecancerhn.org/)
20:27:45	66498/66498	---MCZ	200	added ('OK')	text/css	etag:W/%2263c7564d-103c2%22	https://centrodecancerhn.org/wp-content/uploads/elementor/css/global.css?ver=1674008141	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/elementor/css/global5631.css	(from https://centrodecancerhn.org/)
20:27:46	31485/31485	---MCZ	200	added ('OK')	text/css	etag:W/%2264cbdb0e-7afd%22	https://centrodecancerhn.org/wp-content/uploads/elementor/css/post-400.css?ver=1691081486	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/elementor/css/post-400d185.css	(from https://centrodecancerhn.org/)
20:27:46	6363/6363	---MCZ	200	added ('OK')	text/css	etag:W/%2263cb4a5c-18db%22	https://centrodecancerhn.org/wp-content/uploads/elementor/css/post-2055.css?ver=1674267228	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/elementor/css/post-20555f1a.css	(from https://centrodecancerhn.org/)
20:27:47	25443/25443	---MCZ	200	added ('OK')	text/css	etag:W/%2263c74b93-6363%22	https://centrodecancerhn.org/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.8.1	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min7e2e.css	(from https://centrodecancerhn.org/)
20:27:47	30999/30999	---MCZ	200	added ('OK')	text/css	etag:W/%2263c74b80-7917%22	https://centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://centrodecancerhn.org/)
20:27:47	2540/2540	---MCZ	200	added ('OK')	text/css	etag:W/%2263cb4d47-9ec%22	https://centrodecancerhn.org/wp-content/uploads/elementor/css/post-2069.css?ver=1674267975	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/elementor/css/post-2069f6d1.css	(from https://centrodecancerhn.org/)
20:27:47	57912/57912	---MCZ	200	added ('OK')	text/css	etag:W/%2263c74b80-e238%22	https://centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://centrodecancerhn.org/)
20:27:48	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-5f27fbfcd1edf-gzip%22	https://centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://centrodecancerhn.org/)
20:27:48	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-5f27fbfcd1edf-gzip%22	https://centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://centrodecancerhn.org/)
20:27:48	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267e1e2ac-15601%22	https://centrodecancerhn.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-includes/js/jquery/jquery.minf43b.js	(from https://centrodecancerhn.org/)
20:27:48	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267e1e2ac-3509%22	https://centrodecancerhn.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://centrodecancerhn.org/)
20:27:49	165339/165339	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c76fce-285db%22	https://centrodecancerhn.org/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.8	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/revslider/public/assets/js/rbtools.minf7b3.js	(from https://centrodecancerhn.org/)
20:27:49	15055/15055	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c74b80-3acf%22	https://centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.10.1	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min2f56.js	(from https://centrodecancerhn.org/)
20:27:50	413340/413340	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c76fce-64e9c%22	https://centrodecancerhn.org/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.8	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/revslider/public/assets/js/rs6.minf7b3.js	(from https://centrodecancerhn.org/)
20:27:50	223428/223428	---MCZ	200	added ('OK')	application/json	date:Thu,%2003%20Apr%202025%2002:28:00%20GMT	https://centrodecancerhn.org/wp-json/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-json/index.html	(from https://centrodecancerhn.org/)
20:27:51	74797/74797	---MCZ	200	added ('OK')	application/json	date:Thu,%2003%20Apr%202025%2002:28:00%20GMT	https://centrodecancerhn.org/wp-json/wp/v2/pages/400	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-json/wp/v2/pages/400.json	(from https://centrodecancerhn.org/)
20:27:51	834/834	---M-Z	200	added ('OK')	text/xml	date:Thu,%2003%20Apr%202025%2002:28:01%20GMT	https://centrodecancerhn.org/xmlrpc.php?rsd	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/xmlrpc0db0.php	(from https://centrodecancerhn.org/)
20:27:52	2063/2063	---MCZ	200	added ('OK')	application/json	date:Thu,%2003%20Apr%202025%2002:28:01%20GMT	https://centrodecancerhn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcentrodecancerhn.org%2F	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-json/oembed/1.0/embed8fa6.json	(from https://centrodecancerhn.org/)
20:27:52	2225/2225	---M-Z	200	added ('OK')	text/xml	date:Thu,%2003%20Apr%202025%2002:28:01%20GMT	https://centrodecancerhn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcentrodecancerhn.org%2F&format=xml	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-json/oembed/1.0/embedd760	(from https://centrodecancerhn.org/)
20:27:52	1513/1513	---M--	200	added ('OK')	image/png	etag:%2263c7716c-5e9%22	https://centrodecancerhn.org/wp-content/uploads/2019/03/cropped-Copia-de-Sin-titulo-4-32x32.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/03/cropped-Copia-de-Sin-titulo-4-32x32.png	(from https://centrodecancerhn.org/)
20:27:52	13955/13955	---M--	200	added ('OK')	image/png	etag:%2263c7716c-3683%22	https://centrodecancerhn.org/wp-content/uploads/2019/03/cropped-Copia-de-Sin-titulo-4-192x192.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/03/cropped-Copia-de-Sin-titulo-4-192x192.png	(from https://centrodecancerhn.org/)
20:27:52	12928/12928	---M--	200	added ('OK')	image/png	etag:%2263c7716c-3280%22	https://centrodecancerhn.org/wp-content/uploads/2019/03/cropped-Copia-de-Sin-titulo-4-180x180.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/03/cropped-Copia-de-Sin-titulo-4-180x180.png	(from https://centrodecancerhn.org/)
20:27:54	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Apr%202025%2002:28:02%20GMT	http://centrodecancerhn.org/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/revslider/public/assets/assets/dummy.21.delayed	(from https://centrodecancerhn.org/)
20:27:54	75568/75568	---M--	200	added ('OK')	image/png	etag:%2263a13115-12730%22	https://centrodecancerhn.org/wp-content/uploads/2018/12/CCERClogo1-04.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2018/12/CCERClogo1-04.png	(from https://centrodecancerhn.org/)
20:27:55	80254/80254	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:04%20GMT	https://centrodecancerhn.org/hazte-voluntario/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/hazte-voluntario/index.html	(from https://centrodecancerhn.org/)
20:27:55	89345/89345	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:04%20GMT	https://centrodecancerhn.org/relevo-por-la-vida/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/relevo-por-la-vida/index.html	(from https://centrodecancerhn.org/)
20:27:55	68/68	---M--	200	added ('OK')	image/png	etag:%2244-5f281e9bdbd78%22	https://centrodecancerhn.org/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://centrodecancerhn.org/)
20:28:06	73629/73629	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:05%20GMT	https://centrodecancerhn.org/junta-directiva-ahlcancer/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/junta-directiva-ahlcancer/index.html	(from https://centrodecancerhn.org/)
20:28:08	85952/85952	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:16%20GMT	https://centrodecancerhn.org/acerca-de/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/acerca-de/index.html	(from https://centrodecancerhn.org/)
20:28:10	78132/78132	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:05%20GMT	https://centrodecancerhn.org/empresas-que-ayudaron/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/empresas-que-ayudaron/index.html	(from https://centrodecancerhn.org/)
20:28:11	161718/161718	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:19%20GMT	https://centrodecancerhn.org/historia/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/historia/index.html	(from https://centrodecancerhn.org/)
20:28:12	75000/75000	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:21%20GMT	https://centrodecancerhn.org/blog/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/blog/index.html	(from https://centrodecancerhn.org/)
20:28:12	579071/579071	---M--	200	added ('OK')	image/jpeg	etag:%2263a13116-8d5ff%22	https://centrodecancerhn.org/wp-content/uploads/2020/03/2-02-scaled.jpg	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2020/03/2-02-scaled.jpg	(from https://centrodecancerhn.org/)
20:28:12	69402/69402	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:21%20GMT	https://centrodecancerhn.org/voluntarios/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/voluntarios/index.html	(from https://centrodecancerhn.org/)
20:28:13	77792/77792	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:22%20GMT	https://centrodecancerhn.org/donar-en-bancos/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/donar-en-bancos/index.html	(from https://centrodecancerhn.org/)
20:28:13	606139/606139	---M--	200	added ('OK')	image/jpeg	etag:%2263a13116-93fbb%22	https://centrodecancerhn.org/wp-content/uploads/2020/03/Mensaje_Mesa-de-trabajo-1-scaled.jpg	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2020/03/Mensaje_Mesa-de-trabajo-1-scaled.jpg	(from https://centrodecancerhn.org/)
20:28:14	77339/77339	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:23%20GMT	https://centrodecancerhn.org/contactenos/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/contactenos/index.html	(from https://centrodecancerhn.org/)
20:28:14	20020/20020	---M--	200	added ('OK')	image/jpeg	etag:%2263a13116-4e34%22	https://centrodecancerhn.org/wp-content/uploads/2019/03/hermila-cancer-de-mama-testimonios-300x260.jpg	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/03/hermila-cancer-de-mama-testimonios-300x260.jpg	(from https://centrodecancerhn.org/)
20:28:15	538447/538447	---M--	200	added ('OK')	image/jpeg	etag:%2263a13116-8374f%22	https://centrodecancerhn.org/wp-content/uploads/2020/03/3-03-scaled.jpg	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2020/03/3-03-scaled.jpg	(from https://centrodecancerhn.org/)
20:28:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Apr%202025%2002:28:24%20GMT	https://centrodecancerhn.org/uncategorized/luchadora-del-cancer-admire-mis-senos-en-el-espejo-por-ultima-vez-y-llore/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/uncategorized/luchadora-del-cancer-admire-mis-senos-en-el-espejo-por-ultima-vez-y-llore/index.html	(from https://centrodecancerhn.org/)
20:28:15	50132/50132	---M--	200	added ('OK')	image/jpeg	etag:%2263a13116-c3d4%22	https://centrodecancerhn.org/wp-content/uploads/2019/03/involucrarse-1024x540.jpg	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/03/involucrarse-1024x540.jpg	(from https://centrodecancerhn.org/)
20:28:15	71906/71906	---M--	200	added ('OK')	image/png	etag:%2263a13116-118e2%22	https://centrodecancerhn.org/wp-content/uploads/2019/04/1.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/04/1.png	(from https://centrodecancerhn.org/)
20:28:15	51190/51190	---M--	200	added ('OK')	image/png	etag:%2263a13116-c7f6%22	https://centrodecancerhn.org/wp-content/uploads/2019/04/2.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/04/2.png	(from https://centrodecancerhn.org/)
20:28:16	87456/87456	---M--	200	added ('OK')	image/png	etag:%2263a13116-155a0%22	https://centrodecancerhn.org/wp-content/uploads/2019/04/3.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/04/3.png	(from https://centrodecancerhn.org/)
20:28:16	81204/81204	---M--	200	added ('OK')	image/png	etag:%2263a13116-13d34%22	https://centrodecancerhn.org/wp-content/uploads/2019/04/4.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/04/4.png	(from https://centrodecancerhn.org/)
20:28:16	104693/104693	---M--	200	added ('OK')	image/png	etag:%2263a13116-198f5%22	https://centrodecancerhn.org/wp-content/uploads/2019/04/5.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/04/5.png	(from https://centrodecancerhn.org/)
20:28:16	91187/91187	---M--	200	added ('OK')	image/jpeg	etag:%2263a13116-16433%22	https://centrodecancerhn.org/wp-content/uploads/2019/03/IMG_1436-1-1024x683.jpg	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/03/IMG_1436-1-1024x683.jpg	(from https://centrodecancerhn.org/)
20:28:17	369013/369013	---M--	200	added ('OK')	image/png	etag:%2263a13116-5a175%22	https://centrodecancerhn.org/wp-content/uploads/2020/06/Doctores-768x376.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2020/06/Doctores-768x376.png	(from https://centrodecancerhn.org/)
20:28:17	91867/91867	---M--	200	added ('OK')	image/jpeg	etag:%2263a13116-166db%22	https://centrodecancerhn.org/wp-content/uploads/2019/03/voluntarios_3953-768x391.jpg	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/03/voluntarios_3953-768x391.jpg	(from https://centrodecancerhn.org/)
20:28:17	71987/71987	---M--	200	added ('OK')	image/png	etag:%2263a13116-11933%22	https://centrodecancerhn.org/wp-content/uploads/2019/03/Disen%cc%83o-sin-ti%cc%81tulo-23-300x165.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/03/Disen%cc%83o-sin-ti%cc%81tulo-23-300x165.png	(from https://centrodecancerhn.org/)
20:28:17	14361/14361	---M--	200	added ('OK')	image/jpeg	etag:%2263a13116-3819%22	https://centrodecancerhn.org/wp-content/uploads/2019/03/Gabriela-Carvajal2c-Flora-Calix2c-Fabricio-Ochoa-y-Ermila-Baca-990x660-1-300x200.jpg	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/03/Gabriela-Carvajal2c-Flora-Calix2c-Fabricio-Ochoa-y-Ermila-Baca-990x660-1-300x200.jpg	(from https://centrodecancerhn.org/)
20:28:17	9832/9832	---M--	200	added ('OK')	image/jpeg	etag:%2263a13115-2668%22	https://centrodecancerhn.org/wp-content/uploads/2019/02/Que-es-el-cancer-de-mama-300x169.jpeg	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/02/Que-es-el-cancer-de-mama-300x169.jpg	(from https://centrodecancerhn.org/)
20:28:18	10151/10151	---M--	200	added ('OK')	image/jpeg	etag:%2263a13115-27a7%22	https://centrodecancerhn.org/wp-content/uploads/2018/12/12-Sintomas-para-detectat-el-cancer-de-mama-300x149.jpg	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2018/12/12-Sintomas-para-detectat-el-cancer-de-mama-300x149.jpg	(from https://centrodecancerhn.org/)
20:28:18	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%2263c74b80-4824%22	https://centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.10.1	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/elementor/assets/lib/animations/animations.min2f56.css	(from https://centrodecancerhn.org/)
20:28:18	80605/80605	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:28%20GMT	https://centrodecancerhn.org/testimonios/luchadora-del-cancer-admire-mis-senos-en-el-espejo-por-ultima-vez-y-llore/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/testimonios/luchadora-del-cancer-admire-mis-senos-en-el-espejo-por-ultima-vez-y-llore/index.html	(from https://centrodecancerhn.org/)
20:28:18	683869/683869	---M--	200	added ('OK')	image/png	etag:%2263a13115-a6f5d%22	https://centrodecancerhn.org/wp-content/uploads/2019/02/Imagen-1-1024x537.png	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/uploads/2019/02/Imagen-1-1024x537.png	(from https://centrodecancerhn.org/)
20:28:18	58260/58260	---MCZ	200	added ('OK')	text/css	etag:W/%2263c76fce-e394%22	https://centrodecancerhn.org/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.8	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/revslider/public/assets/css/rs6f7b3.css	(from https://centrodecancerhn.org/)
20:28:19	79753/79753	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:28%20GMT	https://centrodecancerhn.org/educacion-y-prevencion/signos-y-sintomas-del-cancer/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/educacion-y-prevencion/signos-y-sintomas-del-cancer/index.html	(from https://centrodecancerhn.org/)
20:28:19	40637/40637	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c74b93-9ebd%22	https://centrodecancerhn.org/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min.js?ver=3.8.1	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/happy-elementor-addons/assets/js/happy-addons.min7e2e.js	(from https://centrodecancerhn.org/)
20:28:19	25202/25202	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c753ba-6272%22	https://centrodecancerhn.org/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://centrodecancerhn.org/)
20:28:20	77626/77626	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Apr%202025%2002:28:29%20GMT	https://centrodecancerhn.org/empresa-que-ayudaron/porque-juntos-somos-mas-mazola-apoya-la-lucha-contra-el-cancer-de-mama/	C:/Users/Jared%20Garcia/Desktop/emma-site/emma-site/centrodecancerhn.org/empresa-que-ayudaron/porque-juntos-somos-mas-mazola-apoya-la-lucha-contra-el-cancer-de-mama/index.html	(from https://centrodecancerhn.org/)
